{'imei': '305504094512937', 'imsi': '305504094512937', 'ses_id': '00121', 'mac': '9A:D7:6A:47:CD:61', 'relation': 'r40', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '105463297980705', 'imsi': '105463297980705', 'ses_id': '00265', 'mac': '13:E3:B0:22:48:00', 'relation': 'r88', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '101696027667363', 'imsi': '101696027667363', 'ses_id': '00266', 'mac': '83:3B:17:8D:1A:7E', 'relation': 'r88', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '537633229058809', 'imsi': '537633229058809', 'ses_id': '00267', 'mac': 'A6:43:5C:B5:E0:8A', 'relation': 'r88', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '523169975586521', 'imsi': '523169975586521', 'ses_id': '00268', 'mac': '39:C6:16:E9:81:49', 'relation': 'r89', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '627169507699385', 'imsi': '627169507699385', 'ses_id': '00269', 'mac': '8A:69:6C:7F:20:37', 'relation': 'r89', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '122059335855672', 'imsi': '122059335855672', 'ses_id': '00270', 'mac': '7D:B6:73:F0:BB:EB', 'relation': 'r89', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '712676279281985', 'imsi': '712676279281985', 'ses_id': '00271', 'mac': '2D:50:E9:26:38:E9', 'relation': 'r90', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '564738734472377', 'imsi': '564738734472377', 'ses_id': '00272', 'mac': '45:96:EB:B5:97:0F', 'relation': 'r90', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '501295292560285', 'imsi': '501295292560285', 'ses_id': '00273', 'mac': '90:95:58:F7:65:14', 'relation': 'r90', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '774657495313012', 'imsi': '774657495313012', 'ses_id': '00277', 'mac': 'E9:5A:08:56:63:A0', 'relation': 'r92', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '472304678887329', 'imsi': '472304678887329', 'ses_id': '00278', 'mac': 'AE:7B:A9:1F:0C:9F', 'relation': 'r92', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '585700213212322', 'imsi': '585700213212322', 'ses_id': '00279', 'mac': '96:27:C2:EA:A4:55', 'relation': 'r92', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '907957508972037', 'imsi': '907957508972037', 'ses_id': '00280', 'mac': 'A9:0F:B5:97:3F:2C', 'relation': 'r93', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '733327867163860', 'imsi': '733327867163860', 'ses_id': '00281', 'mac': '82:C2:E5:18:A2:E7', 'relation': 'r93', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '718370845298613', 'imsi': '718370845298613', 'ses_id': '00282', 'mac': '4C:2E:16:4A:ED:0A', 'relation': 'r93', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '349862122425685', 'imsi': '349862122425685', 'ses_id': '00283', 'mac': '23:14:32:1A:4C:B3', 'relation': 'r94', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '533701683817735', 'imsi': '533701683817735', 'ses_id': '00284', 'mac': '2C:0B:E9:33:64:26', 'relation': 'r94', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '387042794435134', 'imsi': '387042794435134', 'ses_id': '00285', 'mac': '05:F9:30:34:C4:7E', 'relation': 'r94', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '898010973200544', 'imsi': '898010973200544', 'ses_id': '00286', 'mac': '68:99:45:B5:26:11', 'relation': 'r95', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '183679144644223', 'imsi': '183679144644223', 'ses_id': '00287', 'mac': 'D4:43:86:81:A7:0C', 'relation': 'r95', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '668814649177850', 'imsi': '668814649177850', 'ses_id': '00288', 'mac': '1B:FC:F7:A5:D4:D2', 'relation': 'r95', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '948902585775449', 'imsi': '948902585775449', 'ses_id': '00289', 'mac': '99:7A:D7:BB:AE:D2', 'relation': 'r96', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '630231826323360', 'imsi': '630231826323360', 'ses_id': '00290', 'mac': '46:2D:CB:AC:8A:97', 'relation': 'r96', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '145527235054175', 'imsi': '145527235054175', 'ses_id': '00291', 'mac': '14:AE:89:11:17:AE', 'relation': 'r96', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '954989182596588', 'imsi': '954989182596588', 'ses_id': '00292', 'mac': 'D7:08:58:99:CA:79', 'relation': 'r97', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '928992960218626', 'imsi': '928992960218626', 'ses_id': '00293', 'mac': '62:5D:BD:4C:2E:A9', 'relation': 'r97', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '623999688972002', 'imsi': '623999688972002', 'ses_id': '00294', 'mac': '7B:08:25:7F:AF:7E', 'relation': 'r97', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '422575735894286', 'imsi': '422575735894286', 'ses_id': '00295', 'mac': '8F:84:0E:CF:F2:CA', 'relation': 'r98', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '925603514405497', 'imsi': '925603514405497', 'ses_id': '00296', 'mac': 'E1:71:E2:06:C3:DE', 'relation': 'r98', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '890621064464483', 'imsi': '890621064464483', 'ses_id': '00297', 'mac': '74:D1:45:FA:48:ED', 'relation': 'r98', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '845078303250389', 'imsi': '845078303250389', 'ses_id': '00298', 'mac': '6A:D5:BA:FA:A7:A0', 'relation': 'r99', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '261934969597775', 'imsi': '261934969597775', 'ses_id': '00299', 'mac': '84:E5:6B:4B:F1:C3', 'relation': 'r99', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '677402751292989', 'imsi': '677402751292989', 'ses_id': '00300', 'mac': '6B:D9:4B:79:64:D2', 'relation': 'r99', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '123250626052527', 'imsi': '123250626052527', 'ses_id': '00301', 'mac': 'DC:B8:36:1A:9F:EE', 'relation': 'r100', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '403975898242172', 'imsi': '403975898242172', 'ses_id': '00302', 'mac': 'B2:AA:37:D8:3A:16', 'relation': 'r100', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '891559289926484', 'imsi': '891559289926484', 'ses_id': '00303', 'mac': '77:EC:AC:D8:90:FB', 'relation': 'r100', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '619352454003220', 'imsi': '619352454003220', 'ses_id': '00304', 'mac': 'E1:78:F6:7B:71:70', 'relation': 'r101', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '353899185720730', 'imsi': '353899185720730', 'ses_id': '00305', 'mac': '85:2A:F2:16:9F:23', 'relation': 'r101', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '245516821500305', 'imsi': '245516821500305', 'ses_id': '00306', 'mac': 'BF:04:99:F7:06:E0', 'relation': 'r101', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '346683639457158', 'imsi': '346683639457158', 'ses_id': '00307', 'mac': 'A5:52:6B:BD:FC:8E', 'relation': 'r102', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '283727331908014', 'imsi': '283727331908014', 'ses_id': '00308', 'mac': 'E9:47:86:93:53:7C', 'relation': 'r102', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '748381921966685', 'imsi': '748381921966685', 'ses_id': '00309', 'mac': 'B6:45:B2:D7:73:9B', 'relation': 'r102', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '635250573717961', 'imsi': '635250573717961', 'ses_id': '00310', 'mac': 'D4:0C:11:BE:9F:6F', 'relation': 'r103', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '805430133718790', 'imsi': '805430133718790', 'ses_id': '00311', 'mac': '5D:30:19:6B:E9:1A', 'relation': 'r103', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '606896742605654', 'imsi': '606896742605654', 'ses_id': '00312', 'mac': 'AD:12:F0:CD:D7:AD', 'relation': 'r103', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '478424987488520', 'imsi': '478424987488520', 'ses_id': '00313', 'mac': '76:CF:62:F0:F2:4F', 'relation': 'r104', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '139915479953703', 'imsi': '139915479953703', 'ses_id': '00314', 'mac': '09:A8:2A:3C:93:D9', 'relation': 'r104', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '798887397544212', 'imsi': '798887397544212', 'ses_id': '00315', 'mac': 'CA:60:11:77:73:6B', 'relation': 'r104', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '885669817225556', 'imsi': '885669817225556', 'ses_id': '00316', 'mac': '46:63:79:3F:2D:83', 'relation': 'r105', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '443610932418143', 'imsi': '443610932418143', 'ses_id': '00317', 'mac': '80:E1:CB:99:7E:27', 'relation': 'r105', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '726434153642323', 'imsi': '726434153642323', 'ses_id': '00318', 'mac': 'F9:C6:B3:2F:87:3E', 'relation': 'r105', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '257340816836303', 'imsi': '257340816836303', 'ses_id': '00319', 'mac': 'F5:E1:27:40:F3:0C', 'relation': 'r106', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '664730008148132', 'imsi': '664730008148132', 'ses_id': '00320', 'mac': 'E3:65:28:A2:F8:7A', 'relation': 'r106', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '568153144897456', 'imsi': '568153144897456', 'ses_id': '00321', 'mac': '08:A2:EC:1D:1E:E3', 'relation': 'r106', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '834617530840375', 'imsi': '834617530840375', 'ses_id': '00322', 'mac': '52:B5:56:13:87:70', 'relation': 'r107', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '613110039636487', 'imsi': '613110039636487', 'ses_id': '00323', 'mac': 'D1:AC:82:82:02:48', 'relation': 'r107', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '462898883717129', 'imsi': '462898883717129', 'ses_id': '00324', 'mac': 'D4:6E:35:17:7B:AA', 'relation': 'r107', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '438575049569723', 'imsi': '438575049569723', 'ses_id': '00325', 'mac': '1B:C9:23:3E:4C:BB', 'relation': 'r108', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '621397581133136', 'imsi': '621397581133136', 'ses_id': '00326', 'mac': 'E4:D8:52:F3:66:28', 'relation': 'r108', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '255954275998301', 'imsi': '255954275998301', 'ses_id': '00327', 'mac': '02:DF:D9:0E:47:86', 'relation': 'r108', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '703520968270811', 'imsi': '703520968270811', 'ses_id': '00328', 'mac': '00:4C:6F:95:36:B8', 'relation': 'r109', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '967750224597946', 'imsi': '967750224597946', 'ses_id': '00329', 'mac': '8A:0C:FA:40:C2:0A', 'relation': 'r109', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '714143662007732', 'imsi': '714143662007732', 'ses_id': '00330', 'mac': '03:9C:0F:23:96:EE', 'relation': 'r109', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '856633918169809', 'imsi': '856633918169809', 'ses_id': '00331', 'mac': '58:37:DE:D5:08:10', 'relation': 'r110', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '765130923829406', 'imsi': '765130923829406', 'ses_id': '00332', 'mac': '34:3F:6B:0E:E2:B8', 'relation': 'r110', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '400297618130293', 'imsi': '400297618130293', 'ses_id': '00333', 'mac': '2C:00:39:98:1B:DD', 'relation': 'r110', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '776047651879957', 'imsi': '776047651879957', 'ses_id': '00334', 'mac': '0B:23:42:B7:6E:6A', 'relation': 'r111', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '183192608499728', 'imsi': '183192608499728', 'ses_id': '00335', 'mac': '0E:09:15:12:2A:B4', 'relation': 'r111', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '309952155733422', 'imsi': '309952155733422', 'ses_id': '00336', 'mac': '45:A4:F9:10:52:B8', 'relation': 'r111', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '483400519027254', 'imsi': '483400519027254', 'ses_id': '00337', 'mac': '48:E0:64:5F:3D:83', 'relation': 'r112', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '631284863131786', 'imsi': '631284863131786', 'ses_id': '00338', 'mac': '38:54:3F:86:42:94', 'relation': 'r112', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '667600498714487', 'imsi': '667600498714487', 'ses_id': '00339', 'mac': 'A9:CE:A9:7E:F6:85', 'relation': 'r112', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '567199880324718', 'imsi': '567199880324718', 'ses_id': '00340', 'mac': '9C:5A:AB:DC:43:17', 'relation': 'r113', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '228463658500592', 'imsi': '228463658500592', 'ses_id': '00341', 'mac': '28:B6:04:04:C6:37', 'relation': 'r113', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '449235018600627', 'imsi': '449235018600627', 'ses_id': '00342', 'mac': 'D0:5C:EC:28:06:34', 'relation': 'r113', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '820743454261441', 'imsi': '820743454261441', 'ses_id': '00343', 'mac': '21:16:31:B5:87:A1', 'relation': 'r114', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '328204212199324', 'imsi': '328204212199324', 'ses_id': '00344', 'mac': 'A4:57:98:D7:13:4F', 'relation': 'r114', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '564512880235115', 'imsi': '564512880235115', 'ses_id': '00345', 'mac': 'F6:79:B0:BC:0B:3B', 'relation': 'r114', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '967234922264552', 'imsi': '967234922264552', 'ses_id': '00346', 'mac': 'BE:F4:5A:4F:D9:77', 'relation': 'r115', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '249155648205674', 'imsi': '249155648205674', 'ses_id': '00347', 'mac': 'F4:CF:61:F5:67:D1', 'relation': 'r115', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '175368881449374', 'imsi': '175368881449374', 'ses_id': '00348', 'mac': 'F0:D0:61:51:E5:54', 'relation': 'r115', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '457484428479554', 'imsi': '457484428479554', 'ses_id': '00349', 'mac': 'E9:3C:19:3F:BF:F2', 'relation': 'r116', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '356753145051165', 'imsi': '356753145051165', 'ses_id': '00350', 'mac': 'FE:76:65:65:D4:D3', 'relation': 'r116', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '763186891608843', 'imsi': '763186891608843', 'ses_id': '00351', 'mac': '43:42:88:56:F8:21', 'relation': 'r116', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '697061249726964', 'imsi': '697061249726964', 'ses_id': '00352', 'mac': 'F5:FB:4E:D3:D5:83', 'relation': 'r117', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '980399967867587', 'imsi': '980399967867587', 'ses_id': '00353', 'mac': '9D:86:25:95:8B:7E', 'relation': 'r117', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '145528670404607', 'imsi': '145528670404607', 'ses_id': '00354', 'mac': '4A:54:37:42:A3:DD', 'relation': 'r117', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '415170128899730', 'imsi': '415170128899730', 'ses_id': '00355', 'mac': '2B:1E:F9:29:79:D8', 'relation': 'r118', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '240686520909460', 'imsi': '240686520909460', 'ses_id': '00356', 'mac': 'D7:C5:33:46:D8:9F', 'relation': 'r118', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '493450419250763', 'imsi': '493450419250763', 'ses_id': '00357', 'mac': 'EC:29:FE:71:08:F0', 'relation': 'r118', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '841598966744304', 'imsi': '841598966744304', 'ses_id': '00358', 'mac': '11:27:0F:E7:6A:B8', 'relation': 'r119', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '590961111220508', 'imsi': '590961111220508', 'ses_id': '00359', 'mac': 'CE:D0:77:95:30:D2', 'relation': 'r119', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '542848722930119', 'imsi': '542848722930119', 'ses_id': '00360', 'mac': '94:32:B2:BB:3C:3B', 'relation': 'r119', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '617244163553141', 'imsi': '617244163553141', 'ses_id': '00361', 'mac': 'B1:32:AE:07:D7:14', 'relation': 'r120', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '962033954723272', 'imsi': '962033954723272', 'ses_id': '00362', 'mac': 'D9:9F:27:20:A4:B6', 'relation': 'r120', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '280361932994735', 'imsi': '280361932994735', 'ses_id': '00363', 'mac': '67:29:44:4F:47:1E', 'relation': 'r120', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '208699019331677', 'imsi': '208699019331677', 'ses_id': '00364', 'mac': '60:53:15:7E:DF:DE', 'relation': 'r121', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '502183872717777', 'imsi': '502183872717777', 'ses_id': '00365', 'mac': '6F:9F:45:50:B6:2E', 'relation': 'r121', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '834096911580378', 'imsi': '834096911580378', 'ses_id': '00366', 'mac': '06:DC:BE:A2:8F:49', 'relation': 'r121', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '908081019022259', 'imsi': '908081019022259', 'ses_id': '00367', 'mac': '5A:72:05:1E:50:E8', 'relation': 'r122', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '789311440021731', 'imsi': '789311440021731', 'ses_id': '00368', 'mac': 'D4:19:02:83:85:F3', 'relation': 'r122', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '810506347144364', 'imsi': '810506347144364', 'ses_id': '00369', 'mac': '30:4A:08:4D:2A:FA', 'relation': 'r122', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '553342082591608', 'imsi': '553342082591608', 'ses_id': '00370', 'mac': 'EF:04:98:B7:BC:F5', 'relation': 'r123', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '784834596642253', 'imsi': '784834596642253', 'ses_id': '00371', 'mac': 'D7:75:B6:8E:FB:99', 'relation': 'r123', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '966652471233112', 'imsi': '966652471233112', 'ses_id': '00372', 'mac': '4C:75:76:F5:60:9E', 'relation': 'r123', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '136328466689235', 'imsi': '136328466689235', 'ses_id': '00373', 'mac': '24:6C:F5:1D:B7:37', 'relation': 'r124', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '927216780536319', 'imsi': '927216780536319', 'ses_id': '00374', 'mac': 'CA:5B:6D:59:0B:DF', 'relation': 'r124', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '365071287139719', 'imsi': '365071287139719', 'ses_id': '00375', 'mac': '1D:57:7C:58:10:5F', 'relation': 'r124', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '244728831055320', 'imsi': '244728831055320', 'ses_id': '00376', 'mac': 'D5:C0:BE:18:96:4E', 'relation': 'r125', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '808690360203038', 'imsi': '808690360203038', 'ses_id': '00377', 'mac': '39:8C:46:C5:32:A0', 'relation': 'r125', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '730564456319661', 'imsi': '730564456319661', 'ses_id': '00378', 'mac': 'DE:2E:86:D6:AA:F6', 'relation': 'r125', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '980963451019646', 'imsi': '980963451019646', 'ses_id': '00379', 'mac': '9F:D2:52:18:09:4D', 'relation': 'r126', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '931045628690964', 'imsi': '931045628690964', 'ses_id': '00380', 'mac': 'D1:21:2B:0E:0A:C2', 'relation': 'r126', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '195787184329320', 'imsi': '195787184329320', 'ses_id': '00381', 'mac': '1A:8A:58:1D:7E:FB', 'relation': 'r126', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '814518033709870', 'imsi': '814518033709870', 'ses_id': '00382', 'mac': 'FF:30:87:86:79:68', 'relation': 'r127', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '752469875023927', 'imsi': '752469875023927', 'ses_id': '00383', 'mac': '4E:7D:04:F0:D8:53', 'relation': 'r127', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '603310156011180', 'imsi': '603310156011180', 'ses_id': '00384', 'mac': 'E6:F5:4E:14:E3:D7', 'relation': 'r127', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '928540149781010', 'imsi': '928540149781010', 'ses_id': '00385', 'mac': '95:BF:C2:71:FC:D0', 'relation': 'r128', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '806560034569145', 'imsi': '806560034569145', 'ses_id': '00386', 'mac': '1D:4D:59:14:DF:91', 'relation': 'r128', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '893611580160202', 'imsi': '893611580160202', 'ses_id': '00387', 'mac': 'E9:5C:A2:44:6E:32', 'relation': 'r128', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '599577555358798', 'imsi': '599577555358798', 'ses_id': '00388', 'mac': 'F0:2F:7F:07:DC:53', 'relation': 'r129', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '933507822554596', 'imsi': '933507822554596', 'ses_id': '00389', 'mac': '55:62:5D:33:77:F2', 'relation': 'r129', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '199223982887793', 'imsi': '199223982887793', 'ses_id': '00390', 'mac': '84:5D:38:E2:11:27', 'relation': 'r129', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '914889818051954', 'imsi': '914889818051954', 'ses_id': '00391', 'mac': '1B:DE:82:1C:77:EA', 'relation': 'r130', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '508274749040585', 'imsi': '508274749040585', 'ses_id': '00392', 'mac': '52:DA:8C:BF:11:D3', 'relation': 'r130', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '664397595594122', 'imsi': '664397595594122', 'ses_id': '00393', 'mac': '8B:49:C6:FD:1C:B9', 'relation': 'r130', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '437165458060572', 'imsi': '437165458060572', 'ses_id': '00394', 'mac': 'EC:65:35:E7:6C:1D', 'relation': 'r131', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '585662441471050', 'imsi': '585662441471050', 'ses_id': '00395', 'mac': '9C:D9:CA:A5:7E:C3', 'relation': 'r131', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '583014026461393', 'imsi': '583014026461393', 'ses_id': '00396', 'mac': '5C:16:0C:E8:94:BA', 'relation': 'r131', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '809526591455492', 'imsi': '809526591455492', 'ses_id': '00397', 'mac': '9A:2D:73:AF:E8:9B', 'relation': 'r132', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '390124762680846', 'imsi': '390124762680846', 'ses_id': '00398', 'mac': '34:19:3C:A8:0B:D3', 'relation': 'r132', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '485963490905802', 'imsi': '485963490905802', 'ses_id': '00399', 'mac': '8B:0F:F6:A8:FC:67', 'relation': 'r132', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '497891693359768', 'imsi': '497891693359768', 'ses_id': '00400', 'mac': 'EF:7D:8E:90:39:25', 'relation': 'r133', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '934042026520501', 'imsi': '934042026520501', 'ses_id': '00401', 'mac': '6C:BF:99:2F:5B:F5', 'relation': 'r133', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '200922987872996', 'imsi': '200922987872996', 'ses_id': '00402', 'mac': '1A:B1:71:75:1C:29', 'relation': 'r133', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
{'imei': '529122148954545', 'imsi': '529122148954545', 'ses_id': '00403', 'mac': 'BA:2D:44:20:1D:99', 'relation': 'r134', 'type': 'Victima', 'date_simulator': '2017-12-03 09:19'}
{'imei': '320859839866598', 'imsi': '320859839866598', 'ses_id': '00404', 'mac': '70:8A:58:F6:2A:68', 'relation': 'r134', 'type': 'Agresor', 'date_simulator': '2017-12-03 09:19'}
{'imei': '502293577353531', 'imsi': '502293577353531', 'ses_id': '00405', 'mac': 'BC:BC:0D:55:96:2B', 'relation': 'r134', 'type': 'Policia', 'date_simulator': '2017-12-03 09:19'}
